Uf,Tipo_crime,Ocorrencias,Data
Pernambuco,Homicídio doloso,305,2018-07-01
Pernambuco,Lesão corporal seguida de morte,2,2018-07-01
Pernambuco,Roubo a instituição financeira,8,2018-07-01
Pernambuco,Roubo de carga,50,2018-07-01
Pernambuco,Roubo de veículo,1328,2018-07-01
Pernambuco,Roubo seguido de morte (latrocínio),13,2018-07-01
Pernambuco,Tentativa de homicídio,255,2018-07-01
Pernambuco,Estupro,159,2018-08-01
Pernambuco,Furto de veículo,390,2018-08-01
Pernambuco,Homicídio doloso,269,2018-08-01
Pernambuco,Lesão corporal seguida de morte,2,2018-08-01
Pernambuco,Roubo a instituição financeira,0,2018-08-01
Pernambuco,Roubo de carga,51,2018-08-01
Pernambuco,Roubo de veículo,1142,2018-08-01
Pernambuco,Roubo seguido de morte (latrocínio),8,2018-08-01
Pernambuco,Tentativa de homicídio,233,2018-08-01
Pernambuco,Estupro,162,2018-09-01
Pernambuco,Furto de veículo,383,2018-09-01
Pernambuco,Homicídio doloso,293,2018-09-01
Pernambuco,Lesão corporal seguida de morte,0,2018-09-01
Pernambuco,Roubo a instituição financeira,0,2018-09-01
Pernambuco,Roubo de carga,32,2018-09-01
Pernambuco,Roubo de veículo,1038,2018-09-01
Pernambuco,Roubo seguido de morte (latrocínio),7,2018-09-01
Pernambuco,Tentativa de homicídio,264,2018-09-01
Pernambuco,Estupro,158,2018-10-01
Pernambuco,Furto de veículo,416,2018-10-01
Pernambuco,Homicídio doloso,307,2018-10-01
Pernambuco,Lesão corporal seguida de morte,2,2018-10-01
Pernambuco,Roubo a instituição financeira,1,2018-10-01
Pernambuco,Roubo de carga,31,2018-10-01
Pernambuco,Roubo de veículo,1116,2018-10-01
Pernambuco,Roubo seguido de morte (latrocínio),8,2018-10-01
Pernambuco,Tentativa de homicídio,258,2018-10-01
Pernambuco,Estupro,159,2018-11-01
Pernambuco,Furto de veículo,381,2018-11-01
Pernambuco,Homicídio doloso,283,2018-11-01
Pernambuco,Lesão corporal seguida de morte,1,2018-11-01
Pernambuco,Roubo a instituição financeira,0,2018-11-01
Pernambuco,Roubo de carga,49,2018-11-01
Pernambuco,Roubo de veículo,1170,2018-11-01
Pernambuco,Roubo seguido de morte (latrocínio),6,2018-11-01
Pernambuco,Tentativa de homicídio,259,2018-11-01
Pernambuco,Estupro,133,2018-12-01
Pernambuco,Furto de veículo,454,2018-12-01
Pernambuco,Homicídio doloso,288,2018-12-01
Pernambuco,Lesão corporal seguida de morte,2,2018-12-01
Pernambuco,Roubo a instituição financeira,0,2018-12-01
Pernambuco,Roubo de carga,45,2018-12-01
Pernambuco,Roubo de veículo,1096,2018-12-01
Pernambuco,Roubo seguido de morte (latrocínio),7,2018-12-01
Pernambuco,Tentativa de homicídio,282,2018-12-01
Piauí,Estupro,62,2018-01-01
Piauí,Furto de veículo,240,2018-01-01
Piauí,Homicídio doloso,48,2018-01-01
Piauí,Lesão corporal seguida de morte,1,2018-01-01
Piauí,Roubo a instituição financeira,1,2018-01-01
Piauí,Roubo de carga,1,2018-01-01
Piauí,Roubo de veículo,306,2018-01-01
Piauí,Roubo seguido de morte (latrocínio),2,2018-01-01
Piauí,Tentativa de homicídio,73,2018-01-01
Piauí,Estupro,44,2018-02-01
Piauí,Furto de veículo,235,2018-02-01
Piauí,Homicídio doloso,46,2018-02-01
Piauí,Lesão corporal seguida de morte,1,2018-02-01
Piauí,Roubo a instituição financeira,0,2018-02-01
Piauí,Roubo de carga,4,2018-02-01
Piauí,Roubo de veículo,281,2018-02-01
Piauí,Roubo seguido de morte (latrocínio),1,2018-02-01
Piauí,Tentativa de homicídio,51,2018-02-01
Piauí,Estupro,56,2018-03-01
Piauí,Furto de veículo,266,2018-03-01
Piauí,Homicídio doloso,48,2018-03-01
Piauí,Lesão corporal seguida de morte,1,2018-03-01
Piauí,Roubo a instituição financeira,0,2018-03-01
Piauí,Roubo de carga,0,2018-03-01
Piauí,Roubo de veículo,333,2018-03-01
Piauí,Roubo seguido de morte (latrocínio),6,2018-03-01
Piauí,Tentativa de homicídio,50,2018-03-01
Piauí,Estupro,47,2018-04-01
Piauí,Furto de veículo,152,2018-04-01
Piauí,Homicídio doloso,38,2018-04-01
Piauí,Lesão corporal seguida de morte,0,2018-04-01
Piauí,Roubo a instituição financeira,1,2018-04-01
Piauí,Roubo de carga,1,2018-04-01
Piauí,Roubo de veículo,266,2018-04-01
Piauí,Roubo seguido de morte (latrocínio),4,2018-04-01
Piauí,Tentativa de homicídio,32,2018-04-01
Piauí,Estupro,64,2018-05-01
Piauí,Furto de veículo,176,2018-05-01
Piauí,Homicídio doloso,42,2018-05-01
Piauí,Lesão corporal seguida de morte,0,2018-05-01
Piauí,Roubo a instituição financeira,0,2018-05-01
Piauí,Roubo de carga,3,2018-05-01
Piauí,Roubo de veículo,308,2018-05-01
Piauí,Roubo seguido de morte (latrocínio),2,2018-05-01
Piauí,Tentativa de homicídio,30,2018-05-01
Piauí,Estupro,63,2018-06-01
Piauí,Furto de veículo,304,2018-06-01
Piauí,Homicídio doloso,59,2018-06-01
Piauí,Lesão corporal seguida de morte,1,2018-06-01
Piauí,Roubo a instituição financeira,0,2018-06-01
Piauí,Roubo de carga,5,2018-06-01
Piauí,Roubo de veículo,359,2018-06-01
Piauí,Roubo seguido de morte (latrocínio),3,2018-06-01
Piauí,Tentativa de homicídio,45,2018-06-01
Piauí,Estupro,44,2018-07-01
Piauí,Furto de veículo,284,2018-07-01
Piauí,Homicídio doloso,44,2018-07-01
Piauí,Lesão corporal seguida de morte,1,2018-07-01
Piauí,Roubo a instituição financeira,1,2018-07-01
Piauí,Roubo de carga,3,2018-07-01
Piauí,Roubo de veículo,358,2018-07-01
Piauí,Roubo seguido de morte (latrocínio),9,2018-07-01
Piauí,Tentativa de homicídio,43,2018-07-01
Piauí,Estupro,74,2018-08-01
Piauí,Furto de veículo,293,2018-08-01
Piauí,Homicídio doloso,47,2018-08-01
Piauí,Lesão corporal seguida de morte,0,2018-08-01
Piauí,Roubo a instituição financeira,2,2018-08-01
Piauí,Roubo de carga,1,2018-08-01
Piauí,Roubo de veículo,321,2018-08-01
Piauí,Roubo seguido de morte (latrocínio),5,2018-08-01
Piauí,Tentativa de homicídio,53,2018-08-01
Piauí,Estupro,60,2018-09-01
Piauí,Furto de veículo,340,2018-09-01
Piauí,Homicídio doloso,43,2018-09-01
Piauí,Lesão corporal seguida de morte,0,2018-09-01
Piauí,Roubo a instituição financeira,1,2018-09-01
Piauí,Roubo de carga,2,2018-09-01
Piauí,Roubo de veículo,358,2018-09-01
Piauí,Roubo seguido de morte (latrocínio),3,2018-09-01
Piauí,Tentativa de homicídio,42,2018-09-01
Piauí,Estupro,51,2018-10-01
Piauí,Furto de veículo,334,2018-10-01
Piauí,Homicídio doloso,43,2018-10-01
Piauí,Lesão corporal seguida de morte,0,2018-10-01
Piauí,Roubo a instituição financeira,1,2018-10-01
Piauí,Roubo de carga,4,2018-10-01
Piauí,Roubo de veículo,349,2018-10-01
Piauí,Roubo seguido de morte (latrocínio),2,2018-10-01
Piauí,Tentativa de homicídio,45,2018-10-01
Piauí,Estupro,56,2018-11-01
Piauí,Furto de veículo,324,2018-11-01
Piauí,Homicídio doloso,55,2018-11-01
Piauí,Lesão corporal seguida de morte,1,2018-11-01
Piauí,Roubo a instituição financeira,0,2018-11-01
Piauí,Roubo de carga,4,2018-11-01
Piauí,Roubo de veículo,331,2018-11-01
Piauí,Roubo seguido de morte (latrocínio),5,2018-11-01
Piauí,Tentativa de homicídio,44,2018-11-01
Piauí,Estupro,54,2018-12-01
Piauí,Furto de veículo,256,2018-12-01
Piauí,Homicídio doloso,49,2018-12-01
Piauí,Lesão corporal seguida de morte,2,2018-12-01
Piauí,Roubo a instituição financeira,0,2018-12-01
Piauí,Roubo de carga,1,2018-12-01
Piauí,Roubo de veículo,310,2018-12-01
Piauí,Roubo seguido de morte (latrocínio),4,2018-12-01
Piauí,Tentativa de homicídio,56,2018-12-01
Rio de Janeiro,Estupro,370,2018-01-01
Rio de Janeiro,Furto de veículo,1264,2018-01-01
Rio de Janeiro,Homicídio doloso,428,2018-01-01
Rio de Janeiro,Lesão corporal seguida de morte,6,2018-01-01
Rio de Janeiro,Roubo a instituição financeira,13,2018-01-01
Rio de Janeiro,Roubo de carga,977,2018-01-01
Rio de Janeiro,Roubo de veículo,5286,2018-01-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),20,2018-01-01
Rio de Janeiro,Tentativa de homicídio,377,2018-01-01
Rio de Janeiro,Estupro,398,2018-02-01
Rio de Janeiro,Furto de veículo,1159,2018-02-01
Rio de Janeiro,Homicídio doloso,406,2018-02-01
Rio de Janeiro,Lesão corporal seguida de morte,5,2018-02-01
Rio de Janeiro,Roubo a instituição financeira,6,2018-02-01
Rio de Janeiro,Roubo de carga,742,2018-02-01
Rio de Janeiro,Roubo de veículo,4792,2018-02-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),20,2018-02-01
Rio de Janeiro,Tentativa de homicídio,304,2018-02-01
Rio de Janeiro,Estupro,394,2018-03-01
Rio de Janeiro,Furto de veículo,1249,2018-03-01
Rio de Janeiro,Homicídio doloso,457,2018-03-01
Rio de Janeiro,Lesão corporal seguida de morte,6,2018-03-01
Rio de Janeiro,Roubo a instituição financeira,7,2018-03-01
Rio de Janeiro,Roubo de carga,918,2018-03-01
Rio de Janeiro,Roubo de veículo,5358,2018-03-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),20,2018-03-01
Rio de Janeiro,Tentativa de homicídio,368,2018-03-01
Rio de Janeiro,Estupro,384,2018-04-01
Rio de Janeiro,Furto de veículo,1346,2018-04-01
Rio de Janeiro,Homicídio doloso,435,2018-04-01
Rio de Janeiro,Lesão corporal seguida de morte,2,2018-04-01
Rio de Janeiro,Roubo a instituição financeira,6,2018-04-01
Rio de Janeiro,Roubo de carga,892,2018-04-01
Rio de Janeiro,Roubo de veículo,4656,2018-04-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),14,2018-04-01
Rio de Janeiro,Tentativa de homicídio,321,2018-04-01
Rio de Janeiro,Estupro,415,2018-05-01
Rio de Janeiro,Furto de veículo,1361,2018-05-01
Rio de Janeiro,Homicídio doloso,389,2018-05-01
Rio de Janeiro,Lesão corporal seguida de morte,2,2018-05-01
Rio de Janeiro,Roubo a instituição financeira,9,2018-05-01
Rio de Janeiro,Roubo de carga,752,2018-05-01
Rio de Janeiro,Roubo de veículo,4382,2018-05-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),13,2018-05-01
Rio de Janeiro,Tentativa de homicídio,336,2018-05-01
Rio de Janeiro,Estupro,389,2018-06-01
Rio de Janeiro,Furto de veículo,1278,2018-06-01
Rio de Janeiro,Homicídio doloso,340,2018-06-01
Rio de Janeiro,Lesão corporal seguida de morte,6,2018-06-01
Rio de Janeiro,Roubo a instituição financeira,8,2018-06-01
Rio de Janeiro,Roubo de carga,755,2018-06-01
Rio de Janeiro,Roubo de veículo,4014,2018-06-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),11,2018-06-01
Rio de Janeiro,Tentativa de homicídio,362,2018-06-01
Rio de Janeiro,Estupro,372,2018-07-01
Rio de Janeiro,Furto de veículo,1294,2018-07-01
Rio de Janeiro,Homicídio doloso,371,2018-07-01
Rio de Janeiro,Lesão corporal seguida de morte,6,2018-07-01
Rio de Janeiro,Roubo a instituição financeira,2,2018-07-01
Rio de Janeiro,Roubo de carga,731,2018-07-01
Rio de Janeiro,Roubo de veículo,3518,2018-07-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),9,2018-07-01
Rio de Janeiro,Tentativa de homicídio,329,2018-07-01
Rio de Janeiro,Estupro,396,2018-08-01
Rio de Janeiro,Furto de veículo,1398,2018-08-01
Rio de Janeiro,Homicídio doloso,336,2018-08-01
Rio de Janeiro,Lesão corporal seguida de morte,6,2018-08-01
Rio de Janeiro,Roubo a instituição financeira,4,2018-08-01
Rio de Janeiro,Roubo de carga,673,2018-08-01
Rio de Janeiro,Roubo de veículo,3910,2018-08-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),12,2018-08-01
Rio de Janeiro,Tentativa de homicídio,315,2018-08-01
Rio de Janeiro,Estupro,441,2018-09-01
Rio de Janeiro,Furto de veículo,1339,2018-09-01
Rio de Janeiro,Homicídio doloso,353,2018-09-01
Rio de Janeiro,Lesão corporal seguida de morte,7,2018-09-01
Rio de Janeiro,Roubo a instituição financeira,2,2018-09-01
Rio de Janeiro,Roubo de carga,578,2018-09-01
Rio de Janeiro,Roubo de veículo,4053,2018-09-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),12,2018-09-01
Rio de Janeiro,Tentativa de homicídio,328,2018-09-01
Rio de Janeiro,Estupro,423,2018-10-01
Rio de Janeiro,Furto de veículo,1428,2018-10-01
Rio de Janeiro,Homicídio doloso,355,2018-10-01
Rio de Janeiro,Lesão corporal seguida de morte,2,2018-10-01
Rio de Janeiro,Roubo a instituição financeira,9,2018-10-01
Rio de Janeiro,Roubo de carga,651,2018-10-01
Rio de Janeiro,Roubo de veículo,4242,2018-10-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),11,2018-10-01
Rio de Janeiro,Tentativa de homicídio,297,2018-10-01
Rio de Janeiro,Estupro,377,2018-11-01
Rio de Janeiro,Furto de veículo,1325,2018-11-01
Rio de Janeiro,Homicídio doloso,356,2018-11-01
Rio de Janeiro,Lesão corporal seguida de morte,3,2018-11-01
Rio de Janeiro,Roubo a instituição financeira,8,2018-11-01
Rio de Janeiro,Roubo de carga,725,2018-11-01
Rio de Janeiro,Roubo de veículo,4074,2018-11-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),11,2018-11-01
Rio de Janeiro,Tentativa de homicídio,308,2018-11-01
Rio de Janeiro,Estupro,393,2018-12-01
Rio de Janeiro,Furto de veículo,1353,2018-12-01
Rio de Janeiro,Homicídio doloso,327,2018-12-01
Rio de Janeiro,Lesão corporal seguida de morte,5,2018-12-01
Rio de Janeiro,Roubo a instituição financeira,5,2018-12-01
Rio de Janeiro,Roubo de carga,788,2018-12-01
Rio de Janeiro,Roubo de veículo,3812,2018-12-01
Rio de Janeiro,Roubo seguido de morte (latrocínio),12,2018-12-01
Rio de Janeiro,Tentativa de homicídio,269,2018-12-01
Rio Grande do Norte,Estupro,1,2018-01-01
Rio Grande do Norte,Furto de veículo,100,2018-01-01
Rio Grande do Norte,Homicídio doloso,168,2018-01-01
Rio Grande do Norte,Lesão corporal seguida de morte,26,2018-01-01
Rio Grande do Norte,Roubo a instituição financeira,0,2018-01-01
Rio Grande do Norte,Roubo de carga,0,2018-01-01
Rio Grande do Norte,Roubo de veículo,703,2018-01-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),8,2018-01-01
Rio Grande do Norte,Tentativa de homicídio,4,2018-01-01
Rio Grande do Norte,Estupro,3,2018-02-01
Rio Grande do Norte,Furto de veículo,69,2018-02-01
Rio Grande do Norte,Homicídio doloso,138,2018-02-01
Rio Grande do Norte,Lesão corporal seguida de morte,27,2018-02-01
Rio Grande do Norte,Roubo a instituição financeira,0,2018-02-01
Rio Grande do Norte,Roubo de carga,1,2018-02-01
Rio Grande do Norte,Roubo de veículo,599,2018-02-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),3,2018-02-01
Rio Grande do Norte,Tentativa de homicídio,0,2018-02-01
Rio Grande do Norte,Estupro,9,2018-03-01
Rio Grande do Norte,Furto de veículo,83,2018-03-01
Rio Grande do Norte,Homicídio doloso,120,2018-03-01
Rio Grande do Norte,Lesão corporal seguida de morte,17,2018-03-01
Rio Grande do Norte,Roubo a instituição financeira,0,2018-03-01
Rio Grande do Norte,Roubo de carga,0,2018-03-01
Rio Grande do Norte,Roubo de veículo,689,2018-03-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),10,2018-03-01
Rio Grande do Norte,Tentativa de homicídio,6,2018-03-01
Rio Grande do Norte,Estupro,5,2018-04-01
Rio Grande do Norte,Furto de veículo,86,2018-04-01
Rio Grande do Norte,Homicídio doloso,113,2018-04-01
Rio Grande do Norte,Lesão corporal seguida de morte,27,2018-04-01
Rio Grande do Norte,Roubo a instituição financeira,2,2018-04-01
Rio Grande do Norte,Roubo de carga,1,2018-04-01
Rio Grande do Norte,Roubo de veículo,633,2018-04-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),18,2018-04-01
Rio Grande do Norte,Tentativa de homicídio,7,2018-04-01
Rio Grande do Norte,Estupro,4,2018-05-01
Rio Grande do Norte,Furto de veículo,91,2018-05-01
Rio Grande do Norte,Homicídio doloso,91,2018-05-01
Rio Grande do Norte,Lesão corporal seguida de morte,15,2018-05-01
Rio Grande do Norte,Roubo a instituição financeira,2,2018-05-01
Rio Grande do Norte,Roubo de carga,0,2018-05-01
Rio Grande do Norte,Roubo de veículo,577,2018-05-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),14,2018-05-01
Rio Grande do Norte,Tentativa de homicídio,2,2018-05-01
Rio Grande do Norte,Estupro,3,2018-06-01
Rio Grande do Norte,Furto de veículo,108,2018-06-01
Rio Grande do Norte,Homicídio doloso,133,2018-06-01
Rio Grande do Norte,Lesão corporal seguida de morte,27,2018-06-01
Rio Grande do Norte,Roubo a instituição financeira,1,2018-06-01
Rio Grande do Norte,Roubo de carga,3,2018-06-01
Rio Grande do Norte,Roubo de veículo,587,2018-06-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),5,2018-06-01
Rio Grande do Norte,Tentativa de homicídio,1,2018-06-01
Rio Grande do Norte,Estupro,8,2018-07-01
Rio Grande do Norte,Furto de veículo,101,2018-07-01
Rio Grande do Norte,Homicídio doloso,133,2018-07-01
Rio Grande do Norte,Lesão corporal seguida de morte,22,2018-07-01
Rio Grande do Norte,Roubo a instituição financeira,4,2018-07-01
Rio Grande do Norte,Roubo de carga,0,2018-07-01
Rio Grande do Norte,Roubo de veículo,583,2018-07-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),7,2018-07-01
Rio Grande do Norte,Tentativa de homicídio,6,2018-07-01
Rio Grande do Norte,Estupro,12,2018-08-01
Rio Grande do Norte,Furto de veículo,90,2018-08-01
Rio Grande do Norte,Homicídio doloso,131,2018-08-01
Rio Grande do Norte,Lesão corporal seguida de morte,26,2018-08-01
Rio Grande do Norte,Roubo a instituição financeira,0,2018-08-01
Rio Grande do Norte,Roubo de carga,1,2018-08-01
Rio Grande do Norte,Roubo de veículo,515,2018-08-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),7,2018-08-01
Rio Grande do Norte,Tentativa de homicídio,4,2018-08-01
Rio Grande do Norte,Estupro,9,2018-09-01
Rio Grande do Norte,Furto de veículo,69,2018-09-01
Rio Grande do Norte,Homicídio doloso,99,2018-09-01
Rio Grande do Norte,Lesão corporal seguida de morte,16,2018-09-01
Rio Grande do Norte,Roubo a instituição financeira,3,2018-09-01
Rio Grande do Norte,Roubo de carga,0,2018-09-01
Rio Grande do Norte,Roubo de veículo,503,2018-09-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),5,2018-09-01
Rio Grande do Norte,Tentativa de homicídio,0,2018-09-01
Rio Grande do Norte,Estupro,9,2018-10-01
Rio Grande do Norte,Furto de veículo,91,2018-10-01
Rio Grande do Norte,Homicídio doloso,122,2018-10-01
Rio Grande do Norte,Lesão corporal seguida de morte,16,2018-10-01
Rio Grande do Norte,Roubo a instituição financeira,0,2018-10-01
Rio Grande do Norte,Roubo de carga,0,2018-10-01
Rio Grande do Norte,Roubo de veículo,528,2018-10-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),10,2018-10-01
Rio Grande do Norte,Tentativa de homicídio,1,2018-10-01
Rio Grande do Norte,Estupro,21,2018-11-01
Rio Grande do Norte,Furto de veículo,77,2018-11-01
Rio Grande do Norte,Homicídio doloso,96,2018-11-01
Rio Grande do Norte,Lesão corporal seguida de morte,16,2018-11-01
Rio Grande do Norte,Roubo a instituição financeira,0,2018-11-01
Rio Grande do Norte,Roubo de carga,3,2018-11-01
Rio Grande do Norte,Roubo de veículo,607,2018-11-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),14,2018-11-01
Rio Grande do Norte,Tentativa de homicídio,33,2018-11-01
Rio Grande do Norte,Estupro,25,2018-12-01
Rio Grande do Norte,Furto de veículo,78,2018-12-01
Rio Grande do Norte,Homicídio doloso,76,2018-12-01
Rio Grande do Norte,Lesão corporal seguida de morte,13,2018-12-01
Rio Grande do Norte,Roubo a instituição financeira,3,2018-12-01
Rio Grande do Norte,Roubo de carga,8,2018-12-01
Rio Grande do Norte,Roubo de veículo,458,2018-12-01
Rio Grande do Norte,Roubo seguido de morte (latrocínio),7,2018-12-01
Rio Grande do Norte,Tentativa de homicídio,11,2018-12-01
Rio Grande do Sul,Estupro,542,2018-01-01
Rio Grande do Sul,Furto de veículo,1340,2018-01-01
Rio Grande do Sul,Homicídio doloso,214,2018-01-01
Rio Grande do Sul,Lesão corporal seguida de morte,2,2018-01-01
Rio Grande do Sul,Roubo a instituição financeira,3,2018-01-01
Rio Grande do Sul,Roubo de carga,67,2018-01-01
Rio Grande do Sul,Roubo de veículo,1579,2018-01-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),8,2018-01-01
Rio Grande do Sul,Tentativa de homicídio,301,2018-01-01
Rio Grande do Sul,Estupro,469,2018-02-01
Rio Grande do Sul,Furto de veículo,1169,2018-02-01
Rio Grande do Sul,Homicídio doloso,187,2018-02-01
Rio Grande do Sul,Lesão corporal seguida de morte,3,2018-02-01
Rio Grande do Sul,Roubo a instituição financeira,5,2018-02-01
Rio Grande do Sul,Roubo de carga,40,2018-02-01
Rio Grande do Sul,Roubo de veículo,1426,2018-02-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),5,2018-02-01
Rio Grande do Sul,Tentativa de homicídio,311,2018-02-01
Rio Grande do Sul,Estupro,472,2018-03-01
Rio Grande do Sul,Furto de veículo,1357,2018-03-01
Rio Grande do Sul,Homicídio doloso,222,2018-03-01
Rio Grande do Sul,Lesão corporal seguida de morte,5,2018-03-01
Rio Grande do Sul,Roubo a instituição financeira,7,2018-03-01
Rio Grande do Sul,Roubo de carga,33,2018-03-01
Rio Grande do Sul,Roubo de veículo,1642,2018-03-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),8,2018-03-01
Rio Grande do Sul,Tentativa de homicídio,336,2018-03-01
Rio Grande do Sul,Estupro,436,2018-04-01
Rio Grande do Sul,Furto de veículo,1272,2018-04-01
Rio Grande do Sul,Homicídio doloso,198,2018-04-01
Rio Grande do Sul,Lesão corporal seguida de morte,3,2018-04-01
Rio Grande do Sul,Roubo a instituição financeira,3,2018-04-01
Rio Grande do Sul,Roubo de carga,20,2018-04-01
Rio Grande do Sul,Roubo de veículo,1486,2018-04-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),13,2018-04-01
Rio Grande do Sul,Tentativa de homicídio,309,2018-04-01
Rio Grande do Sul,Estupro,400,2018-05-01
Rio Grande do Sul,Furto de veículo,1153,2018-05-01
Rio Grande do Sul,Homicídio doloso,152,2018-05-01
Rio Grande do Sul,Lesão corporal seguida de morte,1,2018-05-01
Rio Grande do Sul,Roubo a instituição financeira,10,2018-05-01
Rio Grande do Sul,Roubo de carga,26,2018-05-01
Rio Grande do Sul,Roubo de veículo,1275,2018-05-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),8,2018-05-01
Rio Grande do Sul,Tentativa de homicídio,238,2018-05-01
Rio Grande do Sul,Estupro,364,2018-06-01
Rio Grande do Sul,Furto de veículo,1212,2018-06-01
Rio Grande do Sul,Homicídio doloso,173,2018-06-01
Rio Grande do Sul,Lesão corporal seguida de morte,1,2018-06-01
Rio Grande do Sul,Roubo a instituição financeira,4,2018-06-01
Rio Grande do Sul,Roubo de carga,25,2018-06-01
Rio Grande do Sul,Roubo de veículo,1366,2018-06-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),9,2018-06-01
Rio Grande do Sul,Tentativa de homicídio,215,2018-06-01
Rio Grande do Sul,Estupro,387,2018-07-01
Rio Grande do Sul,Furto de veículo,1182,2018-07-01
Rio Grande do Sul,Homicídio doloso,156,2018-07-01
Rio Grande do Sul,Lesão corporal seguida de morte,4,2018-07-01
Rio Grande do Sul,Roubo a instituição financeira,10,2018-07-01
Rio Grande do Sul,Roubo de carga,25,2018-07-01
Rio Grande do Sul,Roubo de veículo,1288,2018-07-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),7,2018-07-01
Rio Grande do Sul,Tentativa de homicídio,239,2018-07-01
Rio Grande do Sul,Estupro,407,2018-08-01
Rio Grande do Sul,Furto de veículo,1184,2018-08-01
Rio Grande do Sul,Homicídio doloso,184,2018-08-01
Rio Grande do Sul,Lesão corporal seguida de morte,3,2018-08-01
Rio Grande do Sul,Roubo a instituição financeira,7,2018-08-01
Rio Grande do Sul,Roubo de carga,23,2018-08-01
Rio Grande do Sul,Roubo de veículo,1280,2018-08-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),8,2018-08-01
Rio Grande do Sul,Tentativa de homicídio,233,2018-08-01
Rio Grande do Sul,Estupro,409,2018-09-01
Rio Grande do Sul,Furto de veículo,1243,2018-09-01
Rio Grande do Sul,Homicídio doloso,173,2018-09-01
Rio Grande do Sul,Lesão corporal seguida de morte,3,2018-09-01
Rio Grande do Sul,Roubo a instituição financeira,6,2018-09-01
Rio Grande do Sul,Roubo de carga,28,2018-09-01
Rio Grande do Sul,Roubo de veículo,1202,2018-09-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),4,2018-09-01
Rio Grande do Sul,Tentativa de homicídio,222,2018-09-01
Rio Grande do Sul,Estupro,448,2018-10-01
Rio Grande do Sul,Furto de veículo,1236,2018-10-01
Rio Grande do Sul,Homicídio doloso,161,2018-10-01
Rio Grande do Sul,Lesão corporal seguida de morte,2,2018-10-01
Rio Grande do Sul,Roubo a instituição financeira,7,2018-10-01
Rio Grande do Sul,Roubo de carga,36,2018-10-01
Rio Grande do Sul,Roubo de veículo,1367,2018-10-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),5,2018-10-01
Rio Grande do Sul,Tentativa de homicídio,246,2018-10-01
Rio Grande do Sul,Estupro,379,2018-11-01
Rio Grande do Sul,Furto de veículo,1044,2018-11-01
Rio Grande do Sul,Homicídio doloso,176,2018-11-01
Rio Grande do Sul,Lesão corporal seguida de morte,0,2018-11-01
Rio Grande do Sul,Roubo a instituição financeira,10,2018-11-01
Rio Grande do Sul,Roubo de carga,34,2018-11-01
Rio Grande do Sul,Roubo de veículo,1206,2018-11-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),8,2018-11-01
Rio Grande do Sul,Tentativa de homicídio,228,2018-11-01
Rio Grande do Sul,Estupro,473,2018-12-01
Rio Grande do Sul,Furto de veículo,1015,2018-12-01
Rio Grande do Sul,Homicídio doloso,152,2018-12-01
Rio Grande do Sul,Lesão corporal seguida de morte,3,2018-12-01
Rio Grande do Sul,Roubo a instituição financeira,8,2018-12-01
Rio Grande do Sul,Roubo de carga,39,2018-12-01
Rio Grande do Sul,Roubo de veículo,1004,2018-12-01
Rio Grande do Sul,Roubo seguido de morte (latrocínio),8,2018-12-01
Rio Grande do Sul,Tentativa de homicídio,244,2018-12-01
Rondônia,Estupro,84,2018-01-01
Rondônia,Furto de veículo,210,2018-01-01
Rondônia,Homicídio doloso,45,2018-01-01
Rondônia,Lesão corporal seguida de morte,0,2018-01-01
Rondônia,Roubo a instituição financeira,0,2018-01-01
Rondônia,Roubo de carga,0,2018-01-01
Rondônia,Roubo de veículo,133,2018-01-01
